2018/09/07.21:02:05	"TU"	D4:68:4D:3E:A3:08	11	AP	bgn	PSK	CCMP	CCMP	2462	80	-60	20	-73	-60	11	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:81:A8	9	AP	bgn	PSK	CCMP	CCMP	2452	72	-64	20	-65	-64	9	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:89:58	9	AP	bgn	PSK	CCMP	CCMP	2452	52	-74	20	-74	-74	9	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"LC"	D4:C1:9E:3F:1A:98	9	AP	bgn	PSK	CCMP	CCMP	2452	38	-81	20	-81	-81	9	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:87:F8	11	AP	bgn	PSK	CCMP	CCMP	2462	94	-53	20	-53	-53	11	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	54	-73	20	-73	-73	11	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:81:98	11	AP	bgn	PSK	CCMP	CCMP	2462	48	-76	20	-76	-73	11	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	38	-81	80	-82	-81	38	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	56	-72	80	-72	-72	38	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	28	-86	80	-87	-86	38	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	24	-88	80	-88	-88	38	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	62	-69	80	-69	-69	46	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:A3:0C	48	AP	bgnac	PSK	CCMP	CCMP	5240	36	-82	80	-82	-82	46	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
