LINSSIDDATALOGVER 2.8	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w
Time	SSID	MAC	Channel	Mode	Protocol	Security	Privacy	Cipher	Frequency	Quality	Signal	BW	Min_Sig	Max_Sig	Cen_Chan	First_Seen	Last_Seen	Vendor
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	46	-77	80	-87	-74	151	2018/09/14.20:49:59	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	82	-59	80	-85	-58	159	2018/09/14.20:49:59	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	50	-75	80	-88	-70	159	2018/09/14.20:49:59	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	32	-84	80	-86	-68	159	2018/09/14.20:49:59	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	24	-88	80	-88	-74	159	2018/09/14.20:49:59	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	46	-77	80	-85	-62	159	2018/09/14.20:49:59	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	52	-74	20	-94	-70	1	2018/09/14.20:50:05	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	62	-69	20	-90	-66	4	2018/09/14.20:50:05	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	14	-93	20	-94	-78	6	2018/09/14.20:50:09	2018/09/14.21:19:52	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:86:68	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-94	-85	6	2018/09/14.20:50:09	2018/09/14.21:08:12	"Ruckus Wireless"
2018/09/14.21:19:52	"Directorate"	58:93:96:08:4A:18	5	AP	bgn	PSK	TKIP	CCMP TKIP	2432	68	-66	20	-86	-62	5	2018/09/14.20:50:13	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"DD Office"	00:1E:4A:90:00:20	11	AP	bg	PSK	TKIP	TKIP	2462	30	-85	20	-92	-70	11	2018/09/14.20:50:13	2018/09/14.21:19:52	"Cisco Systems, Inc"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:54:8C	153	AP		PSK	CCMP	CCMP	5765	24	-110	80	-88	-87	151	2018/09/14.20:50:17	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	42	-79	80	-93	-75	38	2018/09/14.20:50:21	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:8B:48	9	AP		PSK	CCMP	CCMP	2452	22	-110	20	-89	-89	9	2018/09/14.20:50:38	2018/09/14.20:51:03	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	94:F6:65:1D:EC:D8	1	AP		PSK	CCMP	CCMP	2412	10	-110	20	-95	-90	1	2018/09/14.20:50:48	2018/09/14.20:55:32	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:54:88	6	AP		PSK	CCMP	CCMP	2437	16	-110	20	-92	-92	6	2018/09/14.20:50:55	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:78:A8	1	AP		PSK	CCMP	CCMP	2412	20	-110	20	-90	-90	1	2018/09/14.20:51:09	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:19:52	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-93	-78	6	2018/09/14.20:52:42	2018/09/14.21:19:52	"<unrecognized>"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	30	-85	80	-91	-84	159	2018/09/14.20:52:49	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"\x00"	00:1E:4A:8F:FE:30	6	AP	bg				2437	30	-85	20	-97	-75	6	2018/09/14.20:52:53	2018/09/14.21:19:52	"Cisco Systems, Inc"
2018/09/14.21:19:52	"\x00"	00:1E:4A:90:01:70	6	AP	bg				2437	14	-93	20	-96	-75	6	2018/09/14.20:53:10	2018/09/14.21:19:52	"Cisco Systems, Inc"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:A6:38	4	AP	bgn	PSK	CCMP	CCMP	2427	32	-84	20	-93	-71	4	2018/09/14.20:53:53	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"\x00"	00:1E:4A:90:04:30	6	AP	bg				2437	14	-93	20	-97	-80	6	2018/09/14.20:54:53	2018/09/14.21:19:52	"Cisco Systems, Inc"
2018/09/14.21:19:52	"\x00"	00:1E:4A:8F:F5:D0	6	AP	bg				2437	30	-85	20	-96	-78	6	2018/09/14.20:54:57	2018/09/14.21:19:52	"Cisco Systems, Inc"
2018/09/14.21:19:52	"Rakshit"	C8:D7:79:D0:90:D5	7	AP		PSK	CCMP	CCMP	2442	26	-110	20	-87	-77	7	2018/09/14.20:55:04	2018/09/14.20:55:35	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:58:EC	44	AP	bgnac	PSK	CCMP	CCMP	5220	28	-86	80	-92	-85	46	2018/09/14.20:57:17	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:A6:3C	36	AP	bgnac	PSK	CCMP	CCMP	5180	20	-90	80	-91	-82	38	2018/09/14.20:59:29	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:52	"Directorate"	58:93:96:08:4A:1C	36	AP		PSK	TKIP	CCMP TKIP	5180	18	-110	40	-91	-91	38	2018/09/14.21:00:03	2018/09/14.21:00:28	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	6C:AA:B3:32:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-92	1	2018/09/14.21:05:36	2018/09/14.21:06:34	"Ruckus Wireless"
2018/09/14.21:19:52	"EACCESS"	6C:AA:B3:72:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-94	1	2018/09/14.21:09:41	2018/09/14.21:09:48	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:A5:08	11	AP		PSK	CCMP	CCMP	2462	10	-110	20	-95	-87	11	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:8E:8C	161	AP		PSK	CCMP	CCMP	5805	36	-110	80	-87	-79	159	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:19:52	"\x00"	00:1E:4A:90:00:60	6	AP					2437	8	-110	20	-96	-93	6	2018/09/14.21:15:45	2018/09/14.21:16:24	"Cisco Systems, Inc"
2018/09/14.21:19:52	"Neelesh\xe2\x80\x99s iPhone"	72:82:D5:8A:9A:28	11	AP	bgn	PSK	CCMP	CCMP	2462	22	-89	20	-95	-65	11	2018/09/14.21:19:03	2018/09/14.21:19:52	"<unrecognized>"
2018/09/14.21:19:52	"TU"	D4:68:4D:3E:81:C8	8	AP	bgn	PSK	CCMP	CCMP	2447	20	-90	20	-90	-90	8	2018/09/14.21:19:42	2018/09/14.21:19:52	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	78	-61	20	-76	-48	11	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	50	-75	20	-79	-40	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	32	-84	20	-99	-54	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	76	-62	20	-82	-37	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	76	-62	20	-93	-47	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	32	-84	20	-89	-71	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	68	-66	20	-93	-62	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	38	-81	20	-92	-71	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	16	-92	20	-95	-79	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8E:38	1	AP		PSK	CCMP	CCMP	2412	16	-110	20	-93	-88	1	2018/09/14.20:49:59	2018/09/14.20:55:57	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	46	-77	20	-91	-67	4	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	94	-53	20	-86	-43	6	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	62	-69	20	-80	-56	6	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	46	-77	20	-91	-49	6	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	68	-66	20	-87	-53	6	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	94	-53	20	-92	-48	6	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	6C:AA:B3:32:31:C8	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-95	-82	6	2018/09/14.20:49:59	2018/09/14.21:19:42	"Ruckus Wireless"
2018/09/14.21:19:54	"EACCESS"	6C:AA:B3:72:31:C8	6	AP		PSK	CCMP	CCMP	2437	18	-110	20	-97	-82	6	2018/09/14.20:49:59	2018/09/14.21:18:11	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:77:38	7	AP		PSK	CCMP	CCMP	2442	32	-110	20	-90	-73	7	2018/09/14.20:49:59	2018/09/14.21:16:12	"Ruckus Wireless"
2018/09/14.21:19:54	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	100	-39	20	-95	-38	10	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-94	-77	11	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:89:58	11	AP	bgn	PSK	CCMP	CCMP	2462	14	-93	20	-96	-76	11	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"StormBreaker"	00:22:6B:47:B8:32	11	AP	bgn	PSK	CCMP	CCMP	2462	6	-97	20	-98	-77	11	2018/09/14.20:49:59	2018/09/14.21:19:54	"Cisco-Linksys, LLC"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	76	-62	80	-85	-50	38	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	38	-81	80	-90	-67	38	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	78	-61	80	-80	-60	46	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	64	-68	80	-79	-47	46	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	24	-88	80	-92	-82	46	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	40	-80	80	-88	-60	46	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	76	-62	40	-81	-56	151	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	48	-76	80	-87	-74	151	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	84	-58	80	-85	-58	159	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	50	-75	80	-88	-70	159	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	32	-84	80	-86	-68	159	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	26	-87	80	-88	-74	159	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	44	-78	80	-85	-62	159	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	44	-78	20	-94	-70	1	2018/09/14.20:50:05	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	64	-68	20	-90	-66	4	2018/09/14.20:50:05	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	14	-93	20	-94	-78	6	2018/09/14.20:50:09	2018/09/14.21:19:54	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:86:68	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-94	-85	6	2018/09/14.20:50:09	2018/09/14.21:08:12	"Ruckus Wireless"
2018/09/14.21:19:54	"Directorate"	58:93:96:08:4A:18	5	AP	bgn	PSK	TKIP	CCMP TKIP	2432	68	-66	20	-86	-62	5	2018/09/14.20:50:13	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"DD Office"	00:1E:4A:90:00:20	11	AP	bg	PSK	TKIP	TKIP	2462	24	-88	20	-92	-70	11	2018/09/14.20:50:13	2018/09/14.21:19:54	"Cisco Systems, Inc"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:54:8C	153	AP		PSK	CCMP	CCMP	5765	24	-110	80	-88	-87	151	2018/09/14.20:50:17	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	42	-79	80	-93	-75	38	2018/09/14.20:50:21	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8B:48	9	AP		PSK	CCMP	CCMP	2452	22	-110	20	-89	-89	9	2018/09/14.20:50:38	2018/09/14.20:51:03	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	94:F6:65:1D:EC:D8	1	AP		PSK	CCMP	CCMP	2412	10	-110	20	-95	-90	1	2018/09/14.20:50:48	2018/09/14.20:55:32	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:54:88	6	AP		PSK	CCMP	CCMP	2437	16	-110	20	-92	-92	6	2018/09/14.20:50:55	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:78:A8	1	AP		PSK	CCMP	CCMP	2412	20	-110	20	-90	-90	1	2018/09/14.20:51:09	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:19:54	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-93	-78	6	2018/09/14.20:52:42	2018/09/14.21:19:54	"<unrecognized>"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	30	-85	80	-91	-84	159	2018/09/14.20:52:49	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"\x00"	00:1E:4A:8F:FE:30	6	AP	bg				2437	18	-91	20	-97	-75	6	2018/09/14.20:52:53	2018/09/14.21:19:54	"Cisco Systems, Inc"
2018/09/14.21:19:54	"\x00"	00:1E:4A:90:01:70	6	AP	bg				2437	16	-92	20	-96	-75	6	2018/09/14.20:53:10	2018/09/14.21:19:54	"Cisco Systems, Inc"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A6:38	4	AP	bgn	PSK	CCMP	CCMP	2427	38	-81	20	-93	-71	4	2018/09/14.20:53:53	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"\x00"	00:1E:4A:90:04:30	6	AP	bg				2437	14	-93	20	-97	-80	6	2018/09/14.20:54:53	2018/09/14.21:19:54	"Cisco Systems, Inc"
2018/09/14.21:19:54	"\x00"	00:1E:4A:8F:F5:D0	6	AP	bg				2437	36	-82	20	-96	-78	6	2018/09/14.20:54:57	2018/09/14.21:19:54	"Cisco Systems, Inc"
2018/09/14.21:19:54	"Rakshit"	C8:D7:79:D0:90:D5	7	AP		PSK	CCMP	CCMP	2442	26	-110	20	-87	-77	7	2018/09/14.20:55:04	2018/09/14.20:55:35	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:58:EC	44	AP	bgnac	PSK	CCMP	CCMP	5220	28	-86	80	-92	-85	46	2018/09/14.20:57:17	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A6:3C	36	AP	bgnac	PSK	CCMP	CCMP	5180	20	-90	80	-91	-82	38	2018/09/14.20:59:29	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:19:54	"Directorate"	58:93:96:08:4A:1C	36	AP		PSK	TKIP	CCMP TKIP	5180	18	-110	40	-91	-91	38	2018/09/14.21:00:03	2018/09/14.21:00:28	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	6C:AA:B3:32:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-92	1	2018/09/14.21:05:36	2018/09/14.21:06:34	"Ruckus Wireless"
2018/09/14.21:19:54	"EACCESS"	6C:AA:B3:72:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-94	1	2018/09/14.21:09:41	2018/09/14.21:09:48	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:A5:08	11	AP		PSK	CCMP	CCMP	2462	10	-110	20	-95	-87	11	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:8E:8C	161	AP		PSK	CCMP	CCMP	5805	36	-110	80	-87	-79	159	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:19:54	"\x00"	00:1E:4A:90:00:60	6	AP					2437	8	-110	20	-96	-93	6	2018/09/14.21:15:45	2018/09/14.21:16:24	"Cisco Systems, Inc"
2018/09/14.21:19:54	"Neelesh\xe2\x80\x99s iPhone"	72:82:D5:8A:9A:28	11	AP	bgn	PSK	CCMP	CCMP	2462	16	-92	20	-95	-65	11	2018/09/14.21:19:03	2018/09/14.21:19:54	"<unrecognized>"
2018/09/14.21:19:54	"TU"	D4:68:4D:3E:81:C8	8	AP	bgn	PSK	CCMP	CCMP	2447	20	-90	20	-90	-90	8	2018/09/14.21:19:42	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	70	-65	20	-76	-48	11	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	72	-64	20	-79	-40	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	48	-76	20	-99	-54	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	84	-58	20	-82	-37	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	92	-54	20	-93	-47	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-89	-71	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	66	-67	20	-93	-62	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	52	-74	20	-92	-71	1	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:A7:B8	1	AP		PSK	CCMP	CCMP	2412	16	-110	20	-95	-79	1	2018/09/14.20:49:59	2018/09/14.21:19:54	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:8E:38	1	AP		PSK	CCMP	CCMP	2412	16	-110	20	-93	-88	1	2018/09/14.20:49:59	2018/09/14.20:55:57	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	36	-82	20	-91	-67	4	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	94	-53	20	-86	-43	6	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	64	-68	20	-80	-56	6	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	44	-78	20	-91	-49	6	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	58	-71	20	-87	-53	6	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	100	-49	20	-92	-48	6	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	22	-89	20	-95	-82	6	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
2018/09/14.21:20:22	"EACCESS"	6C:AA:B3:72:31:C8	6	AP		PSK	CCMP	CCMP	2437	18	-110	20	-97	-82	6	2018/09/14.20:49:59	2018/09/14.21:18:11	"Ruckus Wireless"
2018/09/14.21:20:22	"TU"	D4:68:4D:3E:77:38	7	AP		PSK	CCMP	CCMP	2442	32	-110	20	-90	-73	7	2018/09/14.20:49:59	2018/09/14.21:16:12	"Ruckus Wireless"
2018/09/14.21:20:22	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	100	-36	20	-95	-36	10	2018/09/14.20:49:59	2018/09/14.21:20:22	"Ruckus Wireless"
